
0.001,100,0.10439167962663132,0.011963265460747942,0.00862534860774459
0.005,100,0.4322572670802501,0.04564975186305407,0.02968500579017125
0.01,100,0.6951206934840981,0.0687377177845538,0.038625976109051205
0.05,100,1.0899691831196052,0.11316172332648668,0.017559143439468204
0.1,100,1.096431687859429,0.12559351977426705,0.005204062467579182
0.0023640503440440328,1.096460811392405,0.12943907408698652,0.0014114473297875995
0.002364050344044034,1.0964608103712463,0.12943907609318733,0.0014114455245612693
0.6118816364337072,0,0,0
0.6118816364337072,0,0,0
0.6118816364337072,0,0,0
0.001,100,0.10439167962663132,0.011963265460747942,0.00862534860774459
0.005,100,0.4322572670802501,0.04564975186305407,0.02968500579017125
0.01,100,0.6951206934840981,0.0687377177845538,0.038625976109051205
0.05,100,1.0899691831196052,0.11316172332648668,0.017559143439468204
0.1,100,1.096431687859429,0.12559351977426705,0.005204062467579182
0.001,100,0.10439167962663132,0.011963265460747942,0.00862534860774459
0.005,100,0.4322572670802501,0.04564975186305407,0.02968500579017125
0.01,100,0.6951206934840981,0.0687377177845538,0.038625976109051205
0.05,100,1.0899691831196052,0.11316172332648668,0.017559143439468204
0.1,100,1.096431687859429,0.12559351977426705,0.005204062467579182
0.5,100,1.096460811392405,0.12943907408698652,0.0014114473297875995
1.5,100,1.0964608103712463,0.12943907609318733,0.0014114455245612693
5,100,0,0,0
10,100,0,0,0
7,70,0,0,0
0.001,100,0.10439167962663132,0.011963265460747942,0.00862534860774459
0.005,100,0.4322572670802501,0.04564975186305407,0.02968500579017125
0.01,100,0.6951206934840981,0.0687377177845538,0.038625976109051205
0.05,100,1.0899691831196052,0.11316172332648668,0.017559143439468204
0.1,100,1.096431687859429,0.12559351977426705,0.005204062467579182
0.5,100,1.096460811392405,0.12943907408698652,0.0014114473297875995
1.5,100,1.0964608103712463,0.12943907609318733,0.0014114455245612693
5,100,0,0,0
10,100,0,0,0
1,50,1.096460811392405,0.12943907570984545,0.0014114457877592726
0.001,100,0.10439167962663132,0.011963265460747942,0.00862534860774459
0.005,100,0.4322572670802501,0.04564975186305407,0.02968500579017125
0.01,100,0.6951206934840981,0.0687377177845538,0.038625976109051205
0.05,100,1.0899691831196052,0.11316172332648668,0.017559143439468204
0.1,100,1.096431687859429,0.12559351977426705,0.005204062467579182
0.5,100,1.096460811392405,0.12943907408698652,0.0014114473297875995
1.5,100,1.0964608103712463,0.12943907609318733,0.0014114455245612693
5,100,0,0,0
10,100,0,0,0
